,State,Age,TotalAll,TotalViolent,TotalProperty,MurderManslaughter,Rape,Robbery,AggravatedAssault,Burglary,Larceny,CarTheft,Arson,Assault,ForgeryCounterfeit,Fraud,Embezzlement,StolenProperty,Vandalism,Weapons,CommercialSex,Sex,DrugAbuse,Gambling,FamilyChildren,DUI,LiquorLaws,Drunkenness,DisorderlyConduct,Vagrancy,AllOther,Suspicion,CurfewLoitering,NumberAgencies,Population,StateR,Year
82,SOUTH DAKOTA,Under 18,4886.0,92.0,657.0,1.0,8.0,17.0,66.0,89.0,506.0,55.0,7.0,689.0,2.0,63.0,4.0,26.0,196.0,95.0,0.0,10.0,819.0,0.0,242.0,51.0,447.0,0.0,408.0,0.0,1010.0,0.0,75.0,114.0,816012.0,SOUTH DAKOTA,2018
83,SOUTH DAKOTA,Total all ages,44268.0,1046.0,2866.0,11.0,43.0,72.0,920.0,294.0,2348.0,201.0,23.0,4451.0,124.0,816.0,31.0,152.0,536.0,250.0,15.0,51.0,8108.0,1.0,490.0,5891.0,2164.0,99.0,2409.0,616.0,14077.0,0.0,75.0,,,SOUTH DAKOTA,2018
84,TENNESSEE,Under 18,19692.0,1421.0,3843.0,46.0,103.0,410.0,862.0,506.0,2690.0,624.0,23.0,3922.0,59.0,111.0,26.0,147.0,777.0,423.0,0.0,105.0,2380.0,9.0,30.0,104.0,394.0,165.0,1422.0,0.0,3517.0,0.0,837.0,437.0,6363426.0,TENNESSEE,2018
85,TENNESSEE,Total all ages,330989.0,14353.0,38557.0,380.0,435.0,1797.0,11741.0,4458.0,30141.0,3822.0,136.0,30862.0,1690.0,5043.0,716.0,1611.0,4177.0,2869.0,527.0,545.0,47876.0,71.0,4361.0,19108.0,3245.0,13627.0,5968.0,10.0,134936.0,0.0,837.0,,,TENNESSEE,2018
86,TEXAS,Under 18,55458.0,3946.0,10127.0,67.0,363.0,1242.0,2274.0,1560.0,7577.0,926.0,64.0,11680.0,121.0,320.0,36.0,157.0,1525.0,895.0,34.0,380.0,9893.0,15.0,153.0,349.0,1072.0,567.0,1144.0,21.0,11378.0,0.0,1645.0,876.0,26829159.0,TEXAS,2018
87,TEXAS,Total all ages,729902.0,34166.0,74627.0,747.0,2068.0,5708.0,25643.0,9009.0,60263.0,4952.0,403.0,92541.0,4332.0,6320.0,447.0,862.0,7246.0,12968.0,3987.0,2442.0,139188.0,304.0,3931.0,69643.0,8237.0,54286.0,7549.0,497.0,204684.0,0.0,1645.0,,,TEXAS,2018
88,UTAH,Under 18,12307.0,374.0,2523.0,6.0,76.0,93.0,199.0,148.0,2187.0,163.0,25.0,1238.0,11.0,43.0,4.0,113.0,732.0,140.0,14.0,262.0,2258.0,1.0,24.0,92.0,670.0,57.0,354.0,0.0,3075.0,1.0,321.0,109.0,2670944.0,UTAH,2018
89,UTAH,Total all ages,104886.0,2327.0,14038.0,36.0,306.0,398.0,1587.0,890.0,12545.0,541.0,62.0,7972.0,704.0,1007.0,35.0,940.0,2868.0,839.0,374.0,686.0,19562.0,1.0,1428.0,7119.0,3826.0,2677.0,2280.0,63.0,35815.0,4.0,321.0,,,UTAH,2018
90,VERMONT,Under 18,702.0,40.0,100.0,0.0,16.0,4.0,20.0,13.0,74.0,9.0,4.0,163.0,0.0,8.0,2.0,3.0,75.0,12.0,0.0,9.0,38.0,0.0,5.0,15.0,45.0,0.0,79.0,0.0,108.0,0.0,0.0,72.0,615720.0,VERMONT,2018
91,VERMONT,Total all ages,14334.0,684.0,1637.0,11.0,86.0,38.0,549.0,220.0,1343.0,54.0,20.0,1519.0,52.0,306.0,56.0,98.0,321.0,36.0,1.0,38.0,902.0,0.0,201.0,2576.0,82.0,0.0,853.0,0.0,4972.0,0.0,0.0,,,VERMONT,2018
92,VIRGINIA,Under 18,15864.0,719.0,2994.0,18.0,90.0,330.0,281.0,314.0,2420.0,217.0,43.0,2694.0,19.0,126.0,25.0,176.0,515.0,294.0,4.0,109.0,2132.0,0.0,36.0,49.0,503.0,68.0,588.0,0.0,4293.0,0.0,520.0,389.0,8240312.0,VIRGINIA,2018
93,VIRGINIA,Total all ages,268094.0,7090.0,26694.0,356.0,558.0,1431.0,4745.0,2309.0,23014.0,1180.0,191.0,30541.0,1572.0,4868.0,1272.0,1085.0,3490.0,4062.0,373.0,597.0,45409.0,12.0,1536.0,20885.0,4131.0,19398.0,2844.0,46.0,91669.0,0.0,520.0,,,VIRGINIA,2018
94,WASHINGTON,Under 18,10996.0,866.0,2274.0,19.0,81.0,323.0,443.0,411.0,1617.0,216.0,30.0,2764.0,8.0,17.0,1.0,165.0,798.0,215.0,4.0,140.0,1053.0,0.0,4.0,152.0,554.0,10.0,263.0,0.0,1699.0,0.0,9.0,198.0,6423244.0,WASHINGTON,2018
95,WASHINGTON,Total all ages,171466.0,8384.0,25722.0,150.0,536.0,1767.0,5931.0,4292.0,19762.0,1504.0,164.0,24701.0,677.0,1130.0,55.0,3245.0,4798.0,1824.0,211.0,550.0,11283.0,7.0,257.0,27632.0,1721.0,78.0,2460.0,120.0,56599.0,3.0,9.0,,,WASHINGTON,2018
96,WEST VIRGINIA,Under 18,496.0,38.0,55.0,1.0,2.0,3.0,32.0,9.0,44.0,2.0,0.0,121.0,0.0,1.0,1.0,2.0,22.0,9.0,0.0,6.0,67.0,0.0,0.0,6.0,13.0,7.0,15.0,0.0,124.0,0.0,9.0,131.0,1052107.0,WEST VIRGINIA,2018
97,WEST VIRGINIA,Total all ages,29202.0,1173.0,3757.0,28.0,55.0,56.0,1034.0,440.0,3112.0,181.0,24.0,2825.0,214.0,265.0,41.0,263.0,468.0,281.0,60.0,63.0,6044.0,2.0,86.0,3141.0,555.0,727.0,689.0,8.0,8531.0,0.0,9.0,,,WEST VIRGINIA,2018
98,WISCONSIN,Under 18,35109.0,1023.0,4622.0,14.0,220.0,258.0,531.0,472.0,3531.0,578.0,41.0,2419.0,37.0,96.0,36.0,335.0,1443.0,444.0,5.0,521.0,3150.0,1.0,96.0,213.0,1786.0,0.0,6994.0,27.0,10437.0,0.0,1424.0,422.0,5730204.0,WISCONSIN,2018
99,WISCONSIN,Total all ages,245015.0,7907.0,25731.0,171.0,925.0,1172.0,5639.0,2080.0,22087.0,1431.0,133.0,16251.0,899.0,2220.0,368.0,1125.0,5531.0,3683.0,451.0,1587.0,31066.0,19.0,2116.0,24368.0,10654.0,0.0,31008.0,530.0,78077.0,0.0,1424.0,,,WISCONSIN,2018
100,WYOMING,Under 18,3191.0,52.0,391.0,0.0,1.0,1.0,50.0,62.0,299.0,23.0,7.0,404.0,0.0,5.0,0.0,6.0,108.0,16.0,21.0,21.0,580.0,0.0,9.0,50.0,364.0,15.0,104.0,41.0,906.0,12.0,86.0,54.0,507616.0,WYOMING,2018
101,WYOMING,Total all ages,28437.0,600.0,2197.0,12.0,26.0,21.0,541.0,239.0,1811.0,128.0,19.0,1902.0,36.0,127.0,6.0,80.0,421.0,52.0,53.0,109.0,4895.0,0.0,433.0,3432.0,1725.0,3062.0,840.0,166.0,8198.0,17.0,86.0,,,WYOMING,2018
