,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
818,2021,NEW JERSEY,Over 18,0,0,14327,128,66,1535,1190,76,64,64,33,33,934,3298,12,2479,250,87,0,393,1731,0,1674,22,322,54,89,2,1186,34,39,184,288,0,24,359,724
819,2013,NEW MEXICO,Under 18,1349565,50,4951,0,34,1806,223,4,0,0,12,22,185,1072,170,603,156,32,0,134,566,1,34,5,18,2,12,2,1448,203,16,10,36,0,0,145,63
820,2013,NEW MEXICO,Total all ages,0,0,65526,0,212,10782,3149,265,0,0,93,119,2759,25569,643,6807,1182,217,0,1762,4773,79,6352,165,782,176,366,7,8740,2404,71,226,676,0,0,891,402
821,2013,NEW MEXICO,Over 18,0,0,60575,0,178,8976,2926,261,0,0,81,97,2574,24497,473,6204,1026,185,0,1628,4207,78,6318,160,764,174,354,5,7292,2201,55,216,640,0,0,746,339
822,2014,NEW MEXICO,Under 18,1622929,70,5254,0,20,1274,252,2,0,0,9,11,233,1386,11,727,139,34,0,262,671,7,48,4,28,2,17,0,1090,334,4,6,40,0,3,123,63
823,2014,NEW MEXICO,Total all ages,0,0,81447,0,221,10166,3813,155,0,0,116,105,3394,36866,43,7992,1375,287,0,2251,5529,56,7384,166,1346,198,553,6,8461,2708,73,230,764,17,58,906,408
824,2014,NEW MEXICO,Over 18,0,0,76193,0,201,8892,3561,153,0,0,107,94,3161,35480,32,7265,1236,253,0,1989,4858,49,7336,162,1318,196,536,6,7371,2374,69,224,724,17,55,783,345
825,2015,NEW MEXICO,Under 18,1577658,71,5179,0,32,1255,242,2,0,0,14,18,211,1192,85,787,129,44,4,297,675,26,67,6,49,2,16,0,997,254,7,10,44,2,2,160,79
826,2015,NEW MEXICO,Total all ages,0,0,87310,0,224,10496,3984,62,0,0,107,117,3442,35386,328,8696,1045,365,4,2543,7188,2541,8542,158,1456,248,524,1,8758,2509,70,365,1051,39,99,1137,529
827,2015,NEW MEXICO,Over 18,0,0,82131,0,192,9241,3742,60,0,0,93,99,3231,34194,243,7909,916,321,0,2246,6513,2515,8475,152,1407,246,508,1,7761,2255,63,355,1007,37,97,977,450
828,2016,NEW MEXICO,Under 18,1498550,57,4254,0,24,1070,248,1,0,0,8,16,211,986,124,681,79,54,4,178,512,19,62,7,14,2,15,0,813,163,9,20,55,1,0,154,66
829,2016,NEW MEXICO,Total all ages,0,0,77509,0,201,10421,4007,36,0,0,118,83,3463,31924,637,8482,918,447,4,1602,6924,445,6178,214,850,237,631,0,8419,1977,66,360,1449,8,247,1214,576
830,2016,NEW MEXICO,Over 18,0,0,73255,0,177,9351,3759,35,0,0,110,67,3252,30938,513,7801,839,393,0,1424,6412,426,6116,207,836,235,616,0,7606,1814,57,340,1394,7,247,1060,510
831,2017,NEW MEXICO,Under 18,823584,23,1303,0,5,220,172,1,0,0,3,2,148,318,1,249,46,19,0,41,99,28,25,1,11,2,3,0,154,31,0,21,51,0,0,35,14
832,2017,NEW MEXICO,Total all ages,0,0,40552,0,74,4340,2708,35,0,0,43,31,2296,15300,11,6223,613,170,0,973,2377,1578,3283,74,680,138,230,0,3546,473,25,344,1165,17,64,684,179
833,2017,NEW MEXICO,Over 18,0,0,39249,0,69,4120,2536,34,0,0,40,29,2148,14982,10,5974,567,151,0,932,2278,1550,3258,73,669,136,227,0,3392,442,25,323,1114,17,64,649,165
834,2018,NEW MEXICO,Under 18,1406211,59,3203,0,20,478,231,1,0,0,10,10,192,765,9,664,69,40,1,161,472,7,53,4,18,1,7,0,360,132,7,22,45,1,0,86,66
835,2018,NEW MEXICO,Total all ages,0,0,74786,256,173,7309,4232,87,256,0,103,70,3637,34655,41,8588,916,359,1,1497,5375,568,6464,123,1388,171,324,3,5993,1333,67,425,1015,3,30,1015,535
836,2018,NEW MEXICO,Over 18,0,0,71583,256,153,6831,4001,86,256,0,93,60,3445,33890,32,7924,847,319,0,1336,4903,561,6411,119,1370,170,317,3,5633,1201,60,403,970,2,30,929,469
837,2019,NEW MEXICO,Under 18,1366127,60,2852,0,15,265,196,0,0,0,9,6,156,555,1,721,43,15,14,219,438,26,34,1,19,0,6,0,206,157,6,25,28,1,1,94,71
838,2019,NEW MEXICO,Total all ages,0,0,59847,512,111,5444,3412,47,320,192,58,53,3034,27189,40,7399,705,254,14,1501,3260,1922,4190,117,1496,134,342,3,4445,875,49,271,704,5,71,1200,469
839,2019,NEW MEXICO,Over 18,0,0,56995,512,96,5179,3216,47,320,192,49,47,2878,26634,39,6678,662,239,0,1282,2822,1896,4156,116,1477,134,336,3,4239,718,43,246,676,4,70,1106,398
840,2020,NEW MEXICO,Under 18,930644,17,601,0,5,69,82,0,0,0,3,2,59,133,1,132,25,11,0,14,27,0,20,0,18,1,1,0,32,33,1,19,16,0,0,32,21
841,2020,NEW MEXICO,Total all ages,0,0,28483,384,56,3115,2264,34,256,128,42,14,2024,9232,23,4677,372,191,0,665,1317,6,2291,52,2032,19,99,0,2529,618,20,178,496,2,77,1146,327
842,2020,NEW MEXICO,Over 18,0,0,27882,384,51,3046,2182,34,256,128,39,12,1965,9099,22,4545,347,180,0,651,1290,6,2271,52,2014,18,98,0,2497,585,19,159,480,2,77,1114,306
843,2021,NEW MEXICO,Under 18,985537,24,459,0,3,40,63,0,0,0,1,2,53,69,0,128,11,10,0,39,38,0,19,1,5,1,0,0,19,18,2,7,8,0,0,15,13
844,2021,NEW MEXICO,Total all ages,0,0,25409,768,39,1921,2028,12,512,256,19,20,1828,7514,19,5756,389,178,0,673,1615,0,2414,54,650,20,99,0,1335,685,30,151,542,0,45,1045,316
845,2021,NEW MEXICO,Over 18,0,0,24950,768,36,1881,1965,12,512,256,18,18,1775,7445,19,5628,378,168,0,634,1577,0,2395,53,645,19,99,0,1316,667,28,144,534,0,45,1030,303
846,2013,NEW YORK,Under 18,10496474,435,26195,0,433,7370,1817,22,0,0,43,390,875,3467,113,3719,1352,343,0,1126,3805,0,170,5,36,57,229,16,5562,502,32,867,568,0,11,2479,406
847,2013,NEW YORK,Total all ages,0,0,300442,0,2545,59628,12902,1158,0,0,354,2191,8689,53135,327,34392,7872,1794,0,9750,61633,0,29977,90,342,2952,5444,117,49635,2893,254,3605,4661,0,798,15131,3248
848,2013,NEW YORK,Over 18,0,0,274247,0,2112,52258,11085,1136,0,0,311,1801,7814,49668,214,30673,6520,1451,0,8624,57828,0,29807,85,306,2895,5215,101,44073,2391,222,2738,4093,0,787,12652,2842
849,2014,NEW YORK,Under 18,10093827,435,22398,0,396,6174,1692,8,0,0,54,342,799,2924,101,3097,1093,346,0,959,3293,0,92,0,42,73,202,7,4634,342,15,824,482,0,19,2169,481
850,2014,NEW YORK,Total all ages,0,0,264268,0,2360,51764,11907,834,0,0,422,1938,7860,43729,281,29594,6530,1627,0,7596,58782,0,26587,46,522,2473,4874,82,43326,2141,210,3415,3800,0,788,13593,3218
851,2014,NEW YORK,Over 18,0,0,241870,0,1964,45590,10215,826,0,0,368,1596,7061,40805,180,26497,5437,1281,0,6637,55489,0,26495,46,480,2400,4672,75,38692,1799,195,2591,3318,0,769,11424,2737
852,2015,NEW YORK,Under 18,10479132,531,21248,0,524,5985,1765,11,0,0,226,298,769,2582,81,2887,1071,389,0,697,3295,0,109,2,22,55,198,7,4444,357,10,760,479,0,12,2069,418
853,2015,NEW YORK,Total all ages,0,0,271540,0,3014,51569,13418,847,0,0,1121,1893,8461,44155,276,30295,6223,1770,0,6471,62035,0,28988,72,582,2655,4760,77,43300,1634,262,3574,3558,0,713,14382,3436
854,2015,NEW YORK,Over 18,0,0,250292,0,2490,45584,11653,836,0,0,895,1595,7692,41573,195,27408,5152,1381,0,5774,58740,0,28879,70,560,2600,4562,70,38856,1277,252,2814,3079,0,701,12313,3018
855,2016,NEW YORK,Under 18,10621114,544,20322,0,489,5312,1692,16,0,0,193,296,790,2745,71,2767,851,392,0,592,3331,0,113,1,29,102,159,1,3998,201,16,693,485,0,10,2075,395
856,2016,NEW YORK,Total all ages,0,0,271780,0,3061,49196,13238,627,0,0,1091,1970,8612,44267,242,29532,5780,1820,0,6355,65379,0,29238,62,595,2801,4419,74,41354,1599,255,3280,3441,0,565,14798,3624
857,2016,NEW YORK,Over 18,0,0,251458,0,2572,43884,11546,611,0,0,898,1674,7822,41522,171,26765,4929,1428,0,5763,62048,0,29125,61,566,2699,4260,73,37356,1398,239,2587,2956,0,555,12723,3229
858,2017,NEW YORK,Under 18,10121830,510,18426,0,502,4873,1508,6,0,0,180,322,683,2238,96,2413,877,358,0,504,3344,0,82,3,24,82,179,14,3542,198,22,623,417,0,9,1880,330
859,2017,NEW YORK,Total all ages,0,0,259257,0,2632,43759,12440,672,0,0,970,1662,8116,41740,284,27397,5200,1713,0,4867,69904,0,27136,48,550,2616,4086,102,36562,1450,264,3090,3183,0,618,13559,3468
860,2017,NEW YORK,Over 18,0,0,240831,0,2130,38886,10932,666,0,0,790,1340,7433,39502,188,24984,4323,1355,0,4363,66560,0,27054,45,526,2534,3907,88,33020,1252,242,2467,2766,0,609,11679,3138
861,2018,NEW YORK,Under 18,9571301,505,14434,0,445,3468,1207,3,0,0,166,279,553,1770,63,2249,499,370,0,393,2643,0,59,1,9,56,96,1,2536,126,22,466,328,0,9,1449,288
862,2018,NEW YORK,Total all ages,0,0,244041,0,2638,40466,11433,561,0,0,933,1705,7626,38065,267,26623,4291,1786,0,4273,69571,0,25094,27,470,2019,3749,45,34122,943,244,2630,2752,0,580,12509,3156
863,2018,NEW YORK,Over 18,0,0,229607,0,2193,36998,10226,558,0,0,767,1426,7073,36295,204,24374,3792,1416,0,3880,66928,0,25035,26,461,1963,3653,44,31586,817,222,2164,2424,0,571,11060,2868
864,2019,NEW YORK,Under 18,9909569,491,11606,0,407,3263,1143,2,0,0,183,224,495,1297,49,1845,559,352,0,257,1510,0,55,0,4,29,62,1,2303,50,19,446,286,0,3,1339,236
865,2019,NEW YORK,Total all ages,0,0,218837,64,2532,38303,10788,499,64,0,988,1544,7381,35226,218,24101,3866,1755,0,3769,55575,0,25059,20,514,1732,3497,32,32464,529,197,2222,2239,0,755,11841,2814
866,2019,NEW YORK,Over 18,0,0,207231,64,2125,35040,9645,497,64,0,805,1320,6886,33929,169,22256,3307,1403,0,3512,54065,0,25004,20,510,1703,3435,31,30161,479,178,1776,1953,0,752,10502,2578
867,2020,NEW YORK,Under 18,9397374,453,6317,0,252,1816,809,0,0,0,116,136,350,628,31,777,394,383,0,95,542,0,58,2,8,19,29,0,1008,21,26,317,308,0,0,898,171
868,2020,NEW YORK,Total all ages,0,0,152107,128,1786,29730,9218,167,128,0,694,1092,6521,22865,212,18313,4088,1786,0,1607,33690,0,17047,20,295,1343,1486,35,23644,214,259,1744,2277,0,137,9942,2629
869,2020,NEW YORK,Over 18,0,0,145790,128,1534,27914,8409,167,128,0,578,956,6171,22237,181,17536,3694,1403,0,1512,33148,0,16989,18,287,1324,1457,35,22636,193,233,1427,1969,0,137,9044,2458
870,2021,NEW YORK,Under 18,3453145,93,1610,0,63,392,185,0,0,0,22,41,98,196,12,291,65,99,0,17,29,0,11,1,0,2,5,0,216,17,2,63,50,0,0,300,73
871,2021,NEW YORK,Total all ages,0,0,40069,256,365,8306,2428,14,256,0,151,214,1801,10513,81,5796,1032,520,0,551,3502,0,3589,16,39,230,276,7,6673,72,41,435,465,0,15,3207,829
872,2021,NEW YORK,Over 18,0,0,38459,256,302,7914,2243,14,256,0,129,173,1703,10317,69,5505,967,421,0,534,3473,0,3578,15,39,228,271,7,6457,55,39,372,415,0,15,2907,756
873,2013,NORTH CAROLINA,Under 18,8759566,306,28760,0,193,7729,1487,14,0,0,48,145,803,4628,88,5476,2028,145,0,2613,2435,0,318,16,60,30,298,2,5468,962,39,597,402,0,0,1101,1044
874,2013,NORTH CAROLINA,Total all ages,0,0,395015,0,1805,62371,17148,715,0,0,411,1394,12294,127599,317,48870,14163,1137,0,10608,35470,0,41247,1291,7462,2114,13751,197,46754,7877,567,3876,3933,0,269,6579,6120
875,2013,NORTH CAROLINA,Over 18,0,0,366255,0,1612,54642,15661,701,0,0,363,1249,11491,122971,229,43394,12135,992,0,7995,33035,0,40929,1275,7402,2084,13453,195,41286,6915,528,3279,3531,0,269,5478,5076
876,2014,NORTH CAROLINA,Under 18,8996381,321,27216,0,180,7348,1392,12,0,0,36,144,764,4117,93,5307,1793,123,10,2461,2480,0,276,24,53,30,256,9,5339,770,34,558,398,0,0,1063,1066
877,2014,NORTH CAROLINA,Total all ages,0,0,369728,0,1617,60597,16763,495,0,0,401,1216,12538,114457,275,48327,12674,1099,10,8729,34695,0,39743,1277,6760,1845,12783,153,46549,4849,494,3330,3842,0,165,6624,6398
878,2014,NORTH CAROLINA,Over 18,0,0,342512,0,1437,53249,15371,483,0,0,365,1072,11774,110340,182,43020,10881,976,0,6268,32215,0,39467,1253,6707,1815,12527,144,41210,4079,460,2772,3444,0,165,5561,5332
879,2015,NORTH CAROLINA,Under 18,6955485,247,19724,0,121,5815,1207,6,0,0,29,92,583,3103,54,3575,1454,173,20,1589,1288,0,242,19,50,29,185,1,4134,507,45,550,398,0,0,937,661
880,2015,NORTH CAROLINA,Total all ages,0,0,278625,0,1262,46827,13275,420,0,0,294,968,9549,82793,218,37505,9144,867,20,6878,21487,0,35967,1130,4613,1418,8564,99,36598,3309,430,3002,3344,0,5,5022,4981
881,2015,NORTH CAROLINA,Over 18,0,0,258901,0,1141,41012,12068,414,0,0,265,876,8966,79690,164,33930,7690,694,0,5289,20199,0,35725,1111,4563,1389,8379,98,32464,2802,385,2452,2946,0,5,4085,4320
882,2016,NORTH CAROLINA,Under 18,6270620,235,16027,0,87,4413,923,7,0,0,14,73,379,2447,43,3195,1189,178,15,1305,1227,0,201,30,34,24,171,0,3003,457,26,504,343,0,0,570,592
883,2016,NORTH CAROLINA,Total all ages,0,0,231449,0,1096,36802,11607,182,0,0,273,823,8227,69279,188,32067,7909,969,15,4497,18247,0,30380,983,4412,1167,7337,43,27736,2286,497,2610,2836,0,12,3989,4485
884,2016,NORTH CAROLINA,Over 18,0,0,215422,0,1009,32389,10684,175,0,0,259,750,7848,66832,145,28872,6720,791,0,3192,17020,0,30179,953,4378,1143,7166,43,24733,1829,471,2106,2493,0,12,3419,3893
885,2017,NORTH CAROLINA,Under 18,6457952,213,15757,0,108,4335,947,6,0,0,18,90,433,2487,28,2896,1271,214,18,1173,1519,0,190,20,18,37,174,2,2822,278,31,465,392,0,0,629,546
886,2017,NORTH CAROLINA,Total all ages,0,0,240365,0,1035,34918,11630,374,0,0,229,806,8366,72013,190,31024,7836,1066,18,5425,25902,0,30277,1185,4294,1326,6720,61,25826,1926,464,2571,3356,0,5,3958,5147
887,2017,NORTH CAROLINA,Over 18,0,0,224608,0,927,30583,10683,368,0,0,211,716,7933,69526,162,28128,6565,852,0,4252,24383,0,30087,1165,4276,1289,6546,59,23004,1648,433,2106,2964,0,5,3329,4601
888,2018,NORTH CAROLINA,Under 18,5380474,204,11088,0,85,2673,757,0,0,0,13,72,302,1759,20,2013,708,290,5,686,1414,0,141,22,18,20,118,0,1655,173,30,412,351,0,2,478,386
889,2018,NORTH CAROLINA,Total all ages,0,0,200411,0,773,26731,9180,148,0,0,165,608,6487,61490,128,22676,5451,1115,5,4183,26936,0,27915,799,3181,863,4412,39,20037,1490,351,2177,2682,0,15,3006,4052
890,2018,NORTH CAROLINA,Over 18,0,0,189323,0,688,24058,8423,148,0,0,152,536,6185,59731,108,20663,4743,825,0,3497,25522,0,27774,777,3163,843,4294,39,18382,1317,321,1765,2331,0,13,2528,3666
891,2019,NORTH CAROLINA,Under 18,7210092,252,12088,0,75,2798,792,4,0,0,34,41,323,2401,35,2252,666,248,21,670,1400,17,63,20,21,22,119,1,1849,175,39,396,427,0,0,472,372
892,2019,NORTH CAROLINA,Total all ages,0,0,199517,4441,501,25854,8942,221,2560,1881,200,301,6409,79647,200,20389,5174,977,21,2729,31431,1272,11639,710,3192,727,2954,32,19503,1123,366,1967,3138,0,23,2469,2703
893,2019,NORTH CAROLINA,Over 18,0,0,187429,4441,426,23056,8150,217,2560,1881,166,260,6086,77246,165,18137,4508,729,0,2059,30031,1255,11576,690,3171,705,2835,31,17654,948,327,1571,2711,0,23,1997,2331
894,2020,NORTH CAROLINA,Under 18,8731507,288,6962,64,44,1936,648,2,64,0,19,25,274,1307,33,1067,491,276,33,245,627,8,109,15,5,3,67,0,1136,52,29,326,370,0,0,240,203
895,2020,NORTH CAROLINA,Total all ages,0,0,197222,3834,564,25582,10029,150,1920,1914,199,365,7204,74511,244,21359,5724,1274,33,2525,33156,836,11646,629,2925,644,2606,17,18340,834,469,2157,3429,0,89,2562,3295
896,2020,NORTH CAROLINA,Over 18,0,0,190260,3770,520,23646,9381,148,1856,1914,180,340,6930,73204,211,20292,5233,998,0,2280,32529,828,11537,614,2920,641,2539,17,17204,782,440,1831,3059,0,89,2322,3092
897,2021,NORTH CAROLINA,Under 18,9268170,312,7249,0,51,1376,619,0,0,0,32,19,314,1434,17,1593,358,262,30,413,570,0,101,19,4,6,65,0,739,55,40,233,328,0,0,318,299
898,2021,NORTH CAROLINA,Total all ages,0,0,225175,3827,654,22604,10186,83,1856,1971,235,419,7668,100363,226,21992,5022,1315,30,2957,34780,0,13365,591,2871,481,2317,24,16041,1412,561,1722,3474,0,214,2845,4167
899,2021,NORTH CAROLINA,Over 18,0,0,217926,3827,603,21228,9567,83,1856,1971,203,400,7354,98929,209,20399,4664,1053,0,2544,34210,0,13264,572,2867,475,2252,24,15302,1357,521,1489,3146,0,214,2527,3868
900,2013,NORTH DAKOTA,Under 18,714526,98,4003,0,33,672,38,0,0,0,7,26,29,811,9,386,50,34,88,655,346,2,38,7,53,1,11,0,579,661,0,2,32,0,0,159,17
901,2013,NORTH DAKOTA,Total all ages,0,0,30642,0,109,2947,585,43,0,0,32,77,501,6375,16,2376,218,157,88,1848,3345,338,7077,36,133,77,377,2,2556,3985,8,44,141,0,6,453,333
902,2013,NORTH DAKOTA,Over 18,0,0,26639,0,76,2275,547,43,0,0,25,51,472,5564,7,1990,168,123,0,1193,2999,336,7039,29,80,76,366,2,1977,3324,8,42,109,0,6,294,316
903,2014,NORTH DAKOTA,Under 18,711112,101,3633,0,36,654,47,0,0,0,21,15,21,746,5,301,37,31,86,527,395,0,32,7,51,1,15,0,581,572,0,5,17,0,0,146,21
904,2014,NORTH DAKOTA,Total all ages,0,0,30653,0,123,3132,616,47,0,0,54,69,489,6608,15,2334,224,190,86,1640,4004,372,6664,61,106,96,374,0,2703,3500,16,57,151,0,2,435,356
905,2014,NORTH DAKOTA,Over 18,0,0,27020,0,87,2478,569,47,0,0,33,54,468,5862,10,2033,187,159,0,1113,3609,372,6632,54,55,95,359,0,2122,2928,16,52,134,0,2,289,335
906,2015,NORTH DAKOTA,Under 18,744362,106,3659,0,31,646,58,1,0,0,7,24,43,607,5,360,47,36,86,653,385,20,44,2,122,2,13,0,558,460,0,8,23,0,0,129,24
907,2015,NORTH DAKOTA,Total all ages,0,0,32565,0,155,3420,682,47,0,0,41,114,578,6995,19,2650,282,211,86,1927,4475,867,6351,37,287,110,299,3,2908,3077,19,44,273,4,1,454,406
908,2015,NORTH DAKOTA,Over 18,0,0,28906,0,124,2774,624,46,0,0,34,90,535,6388,14,2290,235,175,0,1274,4090,847,6307,35,165,108,286,3,2350,2617,19,36,250,4,1,325,382
909,2016,NORTH DAKOTA,Under 18,753138,106,3788,0,29,626,53,0,0,0,4,25,43,617,7,391,31,48,108,662,442,0,26,8,129,3,7,0,540,469,0,6,44,0,0,156,22
910,2016,NORTH DAKOTA,Total all ages,0,0,34817,320,134,3563,743,20,256,64,45,89,608,9234,154,2789,281,234,108,2202,5093,309,5725,59,313,124,351,0,2894,2922,14,76,320,1,6,506,340
911,2016,NORTH DAKOTA,Over 18,0,0,31029,320,105,2937,690,20,256,64,41,64,565,8617,147,2398,250,186,0,1540,4651,309,5699,51,184,121,344,0,2354,2453,14,70,276,1,6,350,318
912,2017,NORTH DAKOTA,Under 18,749938,106,4581,0,54,653,69,2,0,0,12,42,49,1093,5,439,59,61,107,706,476,4,37,7,171,5,16,0,528,554,0,8,26,0,0,145,29
913,2017,NORTH DAKOTA,Total all ages,0,0,39944,832,181,3787,855,38,768,64,61,120,719,11772,16,2943,352,291,107,2492,5646,384,6318,53,654,156,421,1,3128,3086,6,69,311,1,7,479,313
914,2017,NORTH DAKOTA,Over 18,0,0,35363,832,127,3134,786,36,768,64,49,78,670,10679,11,2504,293,230,0,1786,5170,380,6281,46,483,151,405,1,2600,2532,6,61,285,1,7,334,284
915,2018,NORTH DAKOTA,Under 18,757131,103,4009,0,49,435,91,0,0,0,19,30,63,914,2,498,44,51,106,644,429,1,41,2,243,4,20,0,338,385,0,9,21,0,0,122,23
916,2018,NORTH DAKOTA,Total all ages,0,0,33210,210,128,3100,724,11,210,0,47,81,604,9329,9,2846,254,215,106,1583,5448,263,5136,34,356,140,369,1,2622,2623,10,63,278,0,4,438,340
917,2018,NORTH DAKOTA,Over 18,0,0,29201,210,79,2665,633,11,210,0,28,51,541,8415,7,2348,210,164,0,939,5019,262,5095,32,113,136,349,1,2284,2238,10,54,257,0,4,316,317
918,2019,NORTH DAKOTA,Under 18,759718,103,4152,0,37,559,66,0,0,0,6,31,51,856,8,523,69,59,69,740,332,0,23,5,299,4,14,0,423,410,2,7,16,0,0,183,22
919,2019,NORTH DAKOTA,Total all ages,0,0,32647,256,155,3189,756,19,256,0,62,93,614,9166,21,2824,310,235,69,1733,5005,230,4827,49,448,161,495,2,2623,2474,17,63,303,0,1,500,303
920,2019,NORTH DAKOTA,Over 18,0,0,28495,256,118,2630,690,19,256,0,56,62,563,8310,13,2301,241,176,0,993,4673,230,4804,44,149,157,481,2,2200,2064,15,56,287,0,1,317,281
921,2020,NORTH DAKOTA,Under 18,759161,103,3595,0,38,365,90,0,0,0,12,26,71,718,4,449,53,67,170,456,336,5,55,3,231,8,31,0,241,450,0,7,36,0,0,153,13
922,2020,NORTH DAKOTA,Total all ages,0,0,32614,866,132,2931,1010,14,738,128,51,81,870,9260,19,3138,363,305,170,1755,4593,290,4454,36,408,164,542,0,2244,2655,25,64,343,1,8,477,284
923,2020,NORTH DAKOTA,Over 18,0,0,29019,866,94,2566,920,14,738,128,39,55,799,8542,15,2689,310,238,0,1299,4257,285,4399,33,177,156,511,0,2003,2205,25,57,307,1,8,324,271
924,2021,NORTH DAKOTA,Under 18,766153,100,4047,0,38,396,68,0,0,0,14,24,52,905,3,625,42,50,79,654,447,0,32,1,210,0,26,0,301,334,0,2,36,0,0,194,16
925,2021,NORTH DAKOTA,Total all ages,0,0,28662,448,136,2470,745,6,448,0,50,86,632,8696,33,2972,322,225,79,1300,4120,0,4014,28,330,108,538,2,1890,2068,9,54,343,0,0,510,247
926,2021,NORTH DAKOTA,Over 18,0,0,24615,448,98,2074,677,6,448,0,36,62,580,7791,30,2347,280,175,0,646,3673,0,3982,27,120,108,512,2,1589,1734,9,52,307,0,0,316,231
927,2013,OHIO,Under 18,8369913,416,23051,0,224,4801,878,6,0,0,48,176,366,5529,106,4732,776,183,492,1567,1742,15,94,3,161,15,123,0,3736,904,6,458,426,3,20,1058,306
928,2013,OHIO,Total all ages,0,0,224248,128,1048,35489,6589,1710,64,64,368,680,3896,48940,227,30773,4972,705,492,13498,28612,1722,33808,39,1532,1141,2376,16,29585,7208,134,2191,3072,51,35,3684,2781
929,2013,OHIO,Over 18,0,0,201197,128,824,30688,5711,1704,64,64,320,504,3530,43411,121,26041,4196,522,0,11931,26870,1707,33714,36,1371,1126,2253,16,25849,6304,128,1733,2646,48,15,2626,2475
930,2014,OHIO,Under 18,8531005,426,24585,0,247,4865,975,12,0,0,98,149,395,6257,84,4956,796,230,467,1784,1848,32,75,1,196,26,127,6,3755,901,16,466,496,1,11,1073,327
931,2014,OHIO,Total all ages,0,0,244134,0,1141,37913,6681,1528,0,0,476,665,3909,52128,196,31504,4736,751,467,15787,36331,2599,34626,48,1792,1115,2460,35,32230,8094,212,2084,3245,49,25,3838,3204
932,2014,OHIO,Over 18,0,0,219549,0,894,33048,5706,1516,0,0,378,516,3514,45871,112,26548,3940,521,0,14003,34483,2567,34551,47,1596,1089,2333,29,28475,7193,196,1618,2749,48,14,2765,2877
933,2015,OHIO,Under 18,8279228,435,22220,64,217,4416,657,8,0,64,64,153,295,6011,66,4231,661,193,588,1658,1612,24,57,1,212,18,119,6,3496,731,6,292,464,3,0,963,288
934,2015,OHIO,Total all ages,0,0,226325,256,956,34444,5361,1132,256,0,361,595,3208,53294,153,27155,3670,654,588,14714,32827,1608,34254,21,1674,999,2157,27,29967,6207,136,1656,3006,7,73,3289,2893
935,2015,OHIO,Over 18,0,0,204105,192,739,30028,4704,1124,256,-64,297,442,2913,47283,87,22924,3009,461,0,13056,31215,1584,34197,20,1462,981,2038,21,26471,5476,130,1364,2542,4,73,2326,2605
936,2016,OHIO,Under 18,8954617,461,22552,0,245,4174,732,10,0,0,88,157,325,6010,65,4295,696,172,537,1811,1811,28,84,0,184,30,134,1,3241,672,12,307,521,5,4,1034,318
937,2016,OHIO,Total all ages,0,0,213801,64,1039,33524,6683,1308,64,0,481,558,4166,57640,257,28812,3851,681,537,14608,32324,1886,15060,21,1622,1002,2086,41,28735,5973,189,1847,3202,5,99,3599,3211
938,2016,OHIO,Over 18,0,0,191249,64,794,29350,5951,1298,64,0,393,401,3841,51630,192,24517,3155,509,0,12797,30513,1858,14976,21,1438,972,1952,40,25494,5301,177,1540,2681,0,95,2565,2893
939,2017,OHIO,Under 18,9362266,453,22865,0,215,4203,870,4,0,0,78,137,428,6212,73,4341,728,222,542,1745,1973,27,64,2,212,33,139,2,3180,617,16,348,454,1,0,960,327
940,2017,OHIO,Total all ages,0,0,224423,64,922,33068,8084,1122,64,0,406,516,5467,60497,285,31736,4115,764,542,12296,37022,4327,15032,21,1714,918,2179,4,27904,5196,224,1987,2800,6,208,3454,3681
941,2017,OHIO,Over 18,0,0,201558,64,707,28865,7214,1118,64,0,328,379,5039,54285,212,27395,3387,542,0,10551,35049,4300,14968,19,1502,885,2040,2,24724,4579,208,1639,2346,5,208,2494,3354
942,2018,OHIO,Under 18,9011984,417,20003,0,171,2995,873,5,0,0,79,92,502,5685,49,4360,396,199,382,1722,1675,41,61,0,138,14,119,5,2351,409,17,275,337,2,1,760,327
943,2018,OHIO,Total all ages,0,0,218433,320,921,29413,8085,792,192,128,470,451,5830,60471,278,30939,3354,777,382,9835,39708,5855,13723,14,1275,770,2089,23,25004,4793,237,1548,2701,4,20,3142,3948
944,2018,OHIO,Over 18,0,0,198430,320,750,26418,7212,787,192,128,391,359,5328,54786,229,26579,2958,578,0,8113,38033,5814,13662,14,1137,756,1970,18,22653,4384,220,1273,2364,2,19,2382,3621
945,2019,OHIO,Under 18,9198221,412,20149,0,197,3287,1033,2,0,0,86,111,553,5410,34,4684,468,236,350,1676,1362,22,47,1,90,11,135,0,2549,391,22,372,340,1,0,868,328
946,2019,OHIO,Total all ages,0,0,205987,704,974,29869,8752,381,576,128,438,536,6240,53227,251,34495,3583,893,350,9427,33435,5060,12301,22,1045,519,1826,19,25142,4595,244,1830,2393,20,11,3656,4048
