,Year,State,AgeDetail,TotalSuicide,Age
2530,2020,MICHIGAN,NA,2648,Total all ages
2531,2021,MICHIGAN,NA,1485,Total all ages
2532,2013,MINNESOTA,NA,1208,Total all ages
2533,2014,MINNESOTA,NA,1240,Total all ages
2534,2015,MINNESOTA,NA,1315,Total all ages
2535,2016,MINNESOTA,NA,1350,Total all ages
2536,2017,MINNESOTA,NA,1424,Total all ages
2537,2018,MINNESOTA,NA,1335,Total all ages
2538,2019,MINNESOTA,NA,1516,Total all ages
2539,2020,MINNESOTA,NA,1402,Total all ages
2540,2021,MINNESOTA,NA,808,Total all ages
2541,2013,MISSISSIPPI,NA,695,Total all ages
2542,2014,MISSISSIPPI,NA,683,Total all ages
2543,2015,MISSISSIPPI,NA,784,Total all ages
2544,2016,MISSISSIPPI,NA,699,Total all ages
2545,2017,MISSISSIPPI,NA,803,Total all ages
2546,2018,MISSISSIPPI,NA,787,Total all ages
2547,2019,MISSISSIPPI,NA,816,Total all ages
2548,2020,MISSISSIPPI,NA,759,Total all ages
2549,2021,MISSISSIPPI,NA,480,Total all ages
2550,2013,MISSOURI,NA,1721,Total all ages
2551,2014,MISSOURI,NA,1820,Total all ages
2552,2015,MISSOURI,NA,1896,Total all ages
2553,2016,MISSOURI,NA,2046,Total all ages
2554,2017,MISSOURI,NA,2098,Total all ages
2555,2018,MISSOURI,NA,2259,Total all ages
2556,2019,MISSOURI,NA,2093,Total all ages
2557,2020,MISSOURI,NA,2058,Total all ages
2558,2021,MISSOURI,NA,1177,Total all ages
2559,2013,MONTANA,NA,443,Total all ages
2560,2014,MONTANA,NA,457,Total all ages
2561,2015,MONTANA,NA,494,Total all ages
2562,2016,MONTANA,NA,496,Total all ages
2563,2017,MONTANA,NA,568,Total all ages
2564,2018,MONTANA,NA,488,Total all ages
2565,2019,MONTANA,NA,538,Total all ages
2566,2020,MONTANA,NA,563,Total all ages
2567,2021,MONTANA,NA,350,Total all ages
2568,2013,NEBRASKA,NA,386,Total all ages
2569,2014,NEBRASKA,NA,460,Total all ages
2570,2015,NEBRASKA,NA,391,Total all ages
2571,2016,NEBRASKA,NA,450,Total all ages
2572,2017,NEBRASKA,NA,504,Total all ages
2573,2018,NEBRASKA,NA,499,Total all ages
2574,2019,NEBRASKA,NA,554,Total all ages
2575,2020,NEBRASKA,NA,527,Total all ages
2576,2021,NEBRASKA,NA,288,Total all ages
2577,2013,NEVADA,NA,958,Total all ages
2578,2014,NEVADA,NA,1037,Total all ages
2579,2015,NEVADA,NA,1005,Total all ages
2580,2016,NEVADA,NA,1181,Total all ages
2581,2017,NEVADA,NA,1138,Total all ages
2582,2018,NEVADA,NA,1193,Total all ages
2583,2019,NEVADA,NA,1178,Total all ages
2584,2020,NEVADA,NA,1109,Total all ages
2585,2021,NEVADA,NA,691,Total all ages
2586,2013,NEW HAMPSHIRE,NA,313,Total all ages
2587,2014,NEW HAMPSHIRE,NA,437,Total all ages
2588,2015,NEW HAMPSHIRE,NA,394,Total all ages
2589,2016,NEW HAMPSHIRE,NA,436,Total all ages
2590,2017,NEW HAMPSHIRE,NA,468,Total all ages
2591,2018,NEW HAMPSHIRE,NA,491,Total all ages
2592,2019,NEW HAMPSHIRE,NA,462,Total all ages
2593,2020,NEW HAMPSHIRE,NA,415,Total all ages
2594,2021,NEW HAMPSHIRE,NA,223,Total all ages
2595,2013,NEW JERSEY,NA,1326,Total all ages
2596,2014,NEW JERSEY,NA,1373,Total all ages
2597,2015,NEW JERSEY,NA,1411,Total all ages
2598,2016,NEW JERSEY,NA,1214,Total all ages
2599,2017,NEW JERSEY,NA,1404,Total all ages
2600,2018,NEW JERSEY,NA,1387,Total all ages
2601,2019,NEW JERSEY,NA,1383,Total all ages
2602,2020,NEW JERSEY,NA,1244,Total all ages
2603,2021,NEW JERSEY,NA,688,Total all ages
2604,2013,NEW MEXICO,NA,792,Total all ages
2605,2014,NEW MEXICO,NA,827,Total all ages
2606,2015,NEW MEXICO,NA,912,Total all ages
2607,2016,NEW MEXICO,NA,865,Total all ages
2608,2017,NEW MEXICO,NA,900,Total all ages
2609,2018,NEW MEXICO,NA,999,Total all ages
2610,2019,NEW MEXICO,NA,954,Total all ages
2611,2020,NEW MEXICO,NA,956,Total all ages
2612,2021,NEW MEXICO,NA,533,Total all ages
2613,2013,NEW YORK,NA,3003,Total all ages
2614,2014,NEW YORK,NA,3007,Total all ages
2615,2015,NEW YORK,NA,2945,Total all ages
2616,2016,NEW YORK,NA,3027,Total all ages
2617,2017,NEW YORK,NA,3050,Total all ages
2618,2018,NEW YORK,NA,3128,Total all ages
2619,2019,NEW YORK,NA,3113,Total all ages
2620,2020,NEW YORK,NA,3001,Total all ages
2621,2021,NEW YORK,NA,1660,Total all ages
2622,2013,NORTH CAROLINA,NA,2278,Total all ages
2623,2014,NORTH CAROLINA,NA,2460,Total all ages
2624,2015,NORTH CAROLINA,NA,2504,Total all ages
2625,2016,NORTH CAROLINA,NA,2485,Total all ages
2626,2017,NORTH CAROLINA,NA,2767,Total all ages
2627,2018,NORTH CAROLINA,NA,2697,Total all ages
2628,2019,NORTH CAROLINA,NA,2480,Total all ages
2629,2020,NORTH CAROLINA,NA,2622,Total all ages
2630,2021,NORTH CAROLINA,NA,1448,Total all ages
2631,2013,NORTH DAKOTA,NA,233,Total all ages
2632,2014,NORTH DAKOTA,NA,240,Total all ages
2633,2015,NORTH DAKOTA,NA,224,Total all ages
2634,2016,NORTH DAKOTA,NA,244,Total all ages
2635,2017,NORTH DAKOTA,NA,274,Total all ages
2636,2018,NORTH DAKOTA,NA,265,Total all ages
2637,2019,NORTH DAKOTA,NA,247,Total all ages
2638,2020,NORTH DAKOTA,NA,255,Total all ages
2639,2021,NORTH DAKOTA,NA,156,Total all ages
2640,2013,OHIO,NA,2735,Total all ages
2641,2014,OHIO,NA,2685,Total all ages
2642,2015,OHIO,NA,2964,Total all ages
2643,2016,OHIO,NA,3109,Total all ages
2644,2017,OHIO,NA,3173,Total all ages
2645,2018,OHIO,NA,3378,Total all ages
2646,2019,OHIO,NA,3309,Total all ages
2647,2020,OHIO,NA,3019,Total all ages
2648,2021,OHIO,NA,1766,Total all ages
2649,2013,OKLAHOMA,NA,1195,Total all ages
2650,2014,OKLAHOMA,NA,1326,Total all ages
2651,2015,OKLAHOMA,NA,1436,Total all ages
2652,2016,OKLAHOMA,NA,1502,Total all ages
2653,2017,OKLAHOMA,NA,1401,Total all ages
2654,2018,OKLAHOMA,NA,1450,Total all ages
2655,2019,OKLAHOMA,NA,1508,Total all ages
2656,2020,OKLAHOMA,NA,1615,Total all ages
2657,2021,OKLAHOMA,NA,877,Total all ages
2658,2013,OREGON,NA,1265,Total all ages
2659,2014,OREGON,NA,1425,Total all ages
2660,2015,OREGON,NA,1388,Total all ages
2661,2016,OREGON,NA,1401,Total all ages
2662,2017,OREGON,NA,1500,Total all ages
2663,2018,OREGON,NA,1553,Total all ages
2664,2019,OREGON,NA,1646,Total all ages
2665,2020,OREGON,NA,1543,Total all ages
2666,2021,OREGON,NA,889,Total all ages
2667,2013,PENNSYLVANIA,NA,3167,Total all ages
2668,2014,PENNSYLVANIA,NA,3202,Total all ages
2669,2015,PENNSYLVANIA,NA,3385,Total all ages
2670,2016,PENNSYLVANIA,NA,3531,Total all ages
2671,2017,PENNSYLVANIA,NA,3652,Total all ages
2672,2018,PENNSYLVANIA,NA,3669,Total all ages
2673,2019,PENNSYLVANIA,NA,3446,Total all ages
2674,2020,PENNSYLVANIA,NA,3116,Total all ages
2675,2021,PENNSYLVANIA,NA,1885,Total all ages
2676,2013,RHODE ISLAND,NA,225,Total all ages
2677,2014,RHODE ISLAND,NA,191,Total all ages
2678,2015,RHODE ISLAND,NA,222,Total all ages
2679,2016,RHODE ISLAND,NA,220,Total all ages
2680,2017,RHODE ISLAND,NA,223,Total all ages
2681,2018,RHODE ISLAND,NA,189,Total all ages
2682,2019,RHODE ISLAND,NA,216,Total all ages
2683,2020,RHODE ISLAND,NA,163,Total all ages
2684,2021,RHODE ISLAND,NA,117,Total all ages
2685,2013,SOUTH CAROLINA,NA,1259,Total all ages
2686,2014,SOUTH CAROLINA,NA,1353,Total all ages
2687,2015,SOUTH CAROLINA,NA,1326,Total all ages
2688,2016,SOUTH CAROLINA,NA,1464,Total all ages
2689,2017,SOUTH CAROLINA,NA,1515,Total all ages
2690,2018,SOUTH CAROLINA,NA,1490,Total all ages
2691,2019,SOUTH CAROLINA,NA,1560,Total all ages
2692,2020,SOUTH CAROLINA,NA,1597,Total all ages
2693,2021,SOUTH CAROLINA,NA,802,Total all ages
2694,2013,SOUTH DAKOTA,NA,265,Total all ages
2695,2014,SOUTH DAKOTA,NA,245,Total all ages
2696,2015,SOUTH DAKOTA,NA,317,Total all ages
2697,2016,SOUTH DAKOTA,NA,296,Total all ages
2698,2017,SOUTH DAKOTA,NA,349,Total all ages
2699,2018,SOUTH DAKOTA,NA,308,Total all ages
2700,2019,SOUTH DAKOTA,NA,338,Total all ages
2701,2020,SOUTH DAKOTA,NA,340,Total all ages
2702,2021,SOUTH DAKOTA,NA,203,Total all ages
2703,2013,TENNESSEE,NA,1852,Total all ages
2704,2014,TENNESSEE,NA,1779,Total all ages
2705,2015,TENNESSEE,NA,1926,Total all ages
2706,2016,TENNESSEE,NA,1998,Total all ages
2707,2017,TENNESSEE,NA,2117,Total all ages
2708,2018,TENNESSEE,NA,2103,Total all ages
2709,2019,TENNESSEE,NA,2236,Total all ages
2710,2020,TENNESSEE,NA,2226,Total all ages
2711,2021,TENNESSEE,NA,1222,Total all ages
2712,2013,TEXAS,NA,5525,Total all ages
2713,2014,TEXAS,NA,5860,Total all ages
2714,2015,TEXAS,NA,6146,Total all ages
2715,2016,TEXAS,NA,6349,Total all ages
2716,2017,TEXAS,NA,6924,Total all ages
2717,2018,TEXAS,NA,7195,Total all ages
2718,2019,TEXAS,NA,7165,Total all ages
2719,2020,TEXAS,NA,7265,Total all ages
2720,2021,TEXAS,NA,4193,Total all ages
2721,2013,UTAH,NA,1058,Total all ages
2722,2014,UTAH,NA,1023,Total all ages
2723,2015,UTAH,NA,1153,Total all ages
2724,2016,UTAH,NA,1130,Total all ages
2725,2017,UTAH,NA,1212,Total all ages
2726,2018,UTAH,NA,1226,Total all ages
2727,2019,UTAH,NA,1216,Total all ages
2728,2020,UTAH,NA,1190,Total all ages
2729,2021,UTAH,NA,643,Total all ages
2730,2013,VERMONT,NA,180,Total all ages
2731,2014,VERMONT,NA,217,Total all ages
2732,2015,VERMONT,NA,188,Total all ages
2733,2016,VERMONT,NA,204,Total all ages
2734,2017,VERMONT,NA,198,Total all ages
2735,2018,VERMONT,NA,223,Total all ages
2736,2019,VERMONT,NA,194,Total all ages
2737,2020,VERMONT,NA,210,Total all ages
2738,2021,VERMONT,NA,142,Total all ages
2739,2013,VIRGINIA,NA,1931,Total all ages
2740,2014,VIRGINIA,NA,2023,Total all ages
2741,2015,VIRGINIA,NA,2018,Total all ages
2742,2016,VIRGINIA,NA,2137,Total all ages
2743,2017,VIRGINIA,NA,2150,Total all ages
2744,2018,VIRGINIA,NA,2284,Total all ages
2745,2019,VIRGINIA,NA,2095,Total all ages
2746,2020,VIRGINIA,NA,2218,Total all ages
2747,2021,VIRGINIA,NA,1188,Total all ages
2748,2013,WASHINGTON,NA,1864,Total all ages
2749,2014,WASHINGTON,NA,2010,Total all ages
2750,2015,WASHINGTON,NA,2050,Total all ages
2751,2016,WASHINGTON,NA,2087,Total all ages
2752,2017,WASHINGTON,NA,2372,Total all ages
2753,2018,WASHINGTON,NA,2299,Total all ages
2754,2019,WASHINGTON,NA,2303,Total all ages
2755,2020,WASHINGTON,NA,2225,Total all ages
2756,2021,WASHINGTON,NA,1229,Total all ages
2757,2013,WASHINGTON DC,NA,51,Total all ages
2758,2014,WASHINGTON DC,NA,79,Total all ages
2759,2015,WASHINGTON DC,NA,51,Total all ages
2760,2016,WASHINGTON DC,NA,64,Total all ages
2761,2017,WASHINGTON DC,NA,68,Total all ages
2762,2018,WASHINGTON DC,NA,91,Total all ages
2763,2019,WASHINGTON DC,NA,67,Total all ages
2764,2020,WASHINGTON DC,NA,48,Total all ages
2765,2013,WEST VIRGINIA,NA,582,Total all ages
2766,2014,WEST VIRGINIA,NA,647,Total all ages
2767,2015,WEST VIRGINIA,NA,608,Total all ages
2768,2016,WEST VIRGINIA,NA,663,Total all ages
2769,2017,WEST VIRGINIA,NA,695,Total all ages
2770,2018,WEST VIRGINIA,NA,712,Total all ages
2771,2019,WEST VIRGINIA,NA,616,Total all ages
2772,2020,WEST VIRGINIA,NA,646,Total all ages
2773,2021,WEST VIRGINIA,NA,375,Total all ages
2774,2013,WISCONSIN,NA,1502,Total all ages
2775,2014,WISCONSIN,NA,1376,Total all ages
2776,2015,WISCONSIN,NA,1567,Total all ages
2777,2016,WISCONSIN,NA,1563,Total all ages
2778,2017,WISCONSIN,NA,1680,Total all ages
2779,2018,WISCONSIN,NA,1620,Total all ages
2780,2019,WISCONSIN,NA,1545,Total all ages
2781,2020,WISCONSIN,NA,1590,Total all ages
2782,2021,WISCONSIN,NA,905,Total all ages
2783,2013,WYOMING,NA,232,Total all ages
2784,2014,WYOMING,NA,212,Total all ages
2785,2015,WYOMING,NA,283,Total all ages
2786,2016,WYOMING,NA,253,Total all ages
2787,2017,WYOMING,NA,286,Total all ages
2788,2018,WYOMING,NA,268,Total all ages
2789,2019,WYOMING,NA,313,Total all ages
2790,2020,WYOMING,NA,333,Total all ages
2791,2021,WYOMING,NA,190,Total all ages
